Freq [GHz],S12_Simulated,S12_Measured,S13_Simulated,S13_Measured,S14_Simulated,S14_Measured
1,-30.22987,-31.18391,-32.29528,-27.41267,-31.63476,-29.76706
1.01,-30.15974,-31.18336,-32.17401,-27.37384,-31.63626,-29.76293
1.02,-30.09015,-31.18336,-32.05298,-27.33555,-31.63927,-29.75946
1.03,-30.02109,-31.18391,-31.93221,-27.29781,-31.64377,-29.75664
1.04,-29.95256,-31.18498,-31.8117,-27.26059,-31.64974,-29.75445
1.05,-29.88458,-31.18656,-31.69144,-27.22388,-31.65717,-29.75289
1.06,-29.81713,-31.18863,-31.57144,-27.18768,-31.66604,-29.75193
1.07,-29.75023,-31.19117,-31.4517,-27.15197,-31.67633,-29.75158
1.08,-29.68388,-31.19418,-31.33222,-27.11674,-31.68803,-29.75183
1.09,-29.61808,-31.19762,-31.21301,-27.08198,-31.70112,-29.75265
1.1,-29.55283,-31.20149,-31.09405,-27.04768,-31.71559,-29.75404
1.11,-29.48813,-31.20576,-30.97537,-27.01383,-31.7314,-29.75599
1.12,-29.42398,-31.21043,-30.85695,-26.98041,-31.74856,-29.7585
1.13,-29.36039,-31.21548,-30.73879,-26.94743,-31.76702,-29.76154
1.14,-29.29736,-31.22088,-30.62091,-26.91486,-31.78678,-29.76512
1.15,-29.23489,-31.22664,-30.5033,-26.8827,-31.80781,-29.76922
1.16,-29.17297,-31.23272,-30.38596,-26.85093,-31.83009,-29.77383
1.17,-29.11161,-31.23912,-30.26889,-26.81956,-31.85359,-29.77895
1.18,-29.05082,-31.24582,-30.1521,-26.78857,-31.87829,-29.78456
1.19,-28.99058,-31.25281,-30.03559,-26.75795,-31.90415,-29.79066
1.2,-28.93091,-31.26007,-29.91936,-26.72769,-31.93115,-29.79724
1.21,-28.8718,-31.26759,-29.8034,-26.69778,-31.95927,-29.80428
1.22,-28.81325,-31.27535,-29.68773,-26.66821,-31.98845,-29.8118
1.23,-28.75526,-31.28336,-29.57234,-26.63898,-32.01868,-29.81976
1.24,-28.69784,-31.29158,-29.45724,-26.61008,-32.04991,-29.82817
1.25,-28.64097,-31.30001,-29.34242,-26.5815,-32.08211,-29.83702
1.26,-28.58467,-31.30863,-29.22789,-26.55323,-32.11522,-29.8463
1.27,-28.52893,-31.31745,-29.11366,-26.52526,-32.14922,-29.85601
1.28,-28.47375,-31.32643,-28.99971,-26.49758,-32.18404,-29.86613
1.29,-28.41913,-31.33558,-28.88606,-26.47019,-32.21965,-29.87666
1.3,-28.36508,-31.34487,-28.77271,-26.44308,-32.25598,-29.88759
1.31,-28.31158,-31.35431,-28.65966,-26.41624,-32.29297,-29.89892
1.32,-28.25864,-31.36388,-28.5469,-26.38967,-32.33058,-29.91064
1.33,-28.20626,-31.37357,-28.43445,-26.36336,-32.36872,-29.92274
1.34,-28.15444,-31.38336,-28.32231,-26.33729,-32.40734,-29.93522
1.35,-28.10318,-31.39326,-28.21047,-26.31147,-32.44635,-29.94806
1.36,-28.05248,-31.40325,-28.09894,-26.28589,-32.48568,-29.96127
1.37,-28.00233,-31.41331,-27.98772,-26.26053,-32.52524,-29.97484
1.38,-27.95274,-31.42345,-27.87682,-26.2354,-32.56495,-29.98875
1.39,-27.9037,-31.43365,-27.76624,-26.21048,-32.60472,-30.00301
1.4,-27.85522,-31.44391,-27.65598,-26.18578,-32.64443,-30.01761
1.41,-27.80729,-31.45421,-27.54604,-26.16128,-32.68399,-30.03255
1.42,-27.75992,-31.46455,-27.43642,-26.13698,-32.72328,-30.04781
1.43,-27.7131,-31.47491,-27.32714,-26.11286,-32.7622,-30.06339
1.44,-27.66684,-31.4853,-27.21818,-26.08894,-32.8006,-30.07929
1.45,-27.62112,-31.49569,-27.10956,-26.06519,-32.83837,-30.0955
1.46,-27.57596,-31.50609,-27.00128,-26.04162,-32.87536,-30.11202
1.47,-27.53134,-31.51649,-26.89334,-26.01822,-32.91143,-30.12884
1.48,-27.48728,-31.52688,-26.78574,-25.99498,-32.94644,-30.14595
1.49,-27.44376,-31.53724,-26.67849,-25.97189,-32.98023,-30.16335
1.5,-27.4008,-31.54759,-26.57159,-25.94896,-33.01263,-30.18104
1.51,-27.35838,-31.55789,-26.46505,-25.92617,-33.04348,-30.19901
1.52,-27.31651,-31.56816,-26.35886,-25.90353,-33.0726,-30.21726
1.53,-27.27519,-31.57838,-26.25303,-25.88102,-33.09982,-30.23577
1.54,-27.23442,-31.58854,-26.14757,-25.85864,-33.12496,-30.25455
1.55,-27.19419,-31.59864,-26.04248,-25.83639,-33.14783,-30.27359
1.56,-27.15451,-31.60867,-25.93777,-25.81426,-33.16824,-30.29289
1.57,-27.11537,-31.61863,-25.83343,-25.79224,-33.186,-30.31244
1.58,-27.07678,-31.6285,-25.72947,-25.77033,-33.20092,-30.33224
1.59,-27.03874,-31.63829,-25.62589,-25.74853,-33.21281,-30.35228
1.6,-27.00124,-31.64797,-25.52271,-25.72683,-33.22147,-30.37256
1.61,-26.96428,-31.65756,-25.41992,-25.70523,-33.22673,-30.39307
1.62,-26.92788,-31.66703,-25.31753,-25.68372,-33.22839,-30.41381
1.63,-26.89201,-31.67639,-25.21554,-25.6623,-33.22628,-30.43478
1.64,-26.85669,-31.68563,-25.11396,-25.64096,-33.22022,-30.45597
1.65,-26.82192,-31.69473,-25.01279,-25.61969,-33.21006,-30.47737
1.66,-26.78769,-31.7037,-24.91204,-25.59851,-33.19564,-30.49899
1.67,-26.75401,-31.71253,-24.81171,-25.57739,-33.17682,-30.52082
1.68,-26.72088,-31.72121,-24.71181,-25.55633,-33.15347,-30.54285
1.69,-26.68829,-31.72974,-24.61234,-25.53534,-33.12548,-30.56507
1.7,-26.65624,-31.7381,-24.51331,-25.51441,-33.09274,-30.5875
1.71,-26.62475,-31.7463,-24.41473,-25.49353,-33.05518,-30.61011
1.72,-26.5938,-31.75432,-24.31659,-25.47269,-33.01274,-30.63292
1.73,-26.5634,-31.76216,-24.2189,-25.4519,-32.96535,-30.6559
1.74,-26.53355,-31.76982,-24.12168,-25.43116,-32.91301,-30.67906
1.75,-26.50424,-31.77728,-24.02492,-25.41045,-32.8557,-30.7024
1.76,-26.47549,-31.78454,-23.92863,-25.38977,-32.79343,-30.72591
1.77,-26.44729,-31.7916,-23.83282,-25.36912,-32.72624,-30.74958
1.78,-26.41963,-31.79844,-23.73749,-25.34849,-32.65417,-30.77342
1.79,-26.39253,-31.80507,-23.64265,-25.32789,-32.57729,-30.79741
1.8,-26.36599,-31.81147,-23.54831,-25.3073,-32.49569,-30.82156
1.81,-26.33999,-31.81763,-23.45447,-25.28673,-32.40947,-30.84585
1.82,-26.31455,-31.82356,-23.36114,-25.26617,-32.31874,-30.87029
1.83,-26.28967,-31.82925,-23.26832,-25.24561,-32.22365,-30.89487
1.84,-26.26534,-31.83468,-23.17602,-25.22506,-32.12433,-30.91959
1.85,-26.24157,-31.83986,-23.08425,-25.2045,-32.02095,-30.94443
1.86,-26.21836,-31.84477,-22.99302,-25.18394,-31.91366,-30.96941
1.87,-26.19571,-31.84941,-22.90232,-25.16337,-31.80264,-30.9945
1.88,-26.17362,-31.85377,-22.81218,-25.14279,-31.68808,-31.01971
1.89,-26.1521,-31.85785,-22.72259,-25.12219,-31.57016,-31.04504
1.9,-26.13113,-31.86164,-22.63357,-25.10158,-31.44907,-31.07047
1.91,-26.11074,-31.86513,-22.54511,-25.08094,-31.325,-31.096
1.92,-26.0909,-31.86832,-22.45723,-25.06027,-31.19814,-31.12163
1.93,-26.07164,-31.8712,-22.36994,-25.03958,-31.0687,-31.14736
1.94,-26.05294,-31.87376,-22.28324,-25.01885,-30.93687,-31.17317
1.95,-26.03481,-31.87599,-22.19713,-24.99809,-30.80282,-31.19906
1.96,-26.01725,-31.8779,-22.11164,-24.97729,-30.66676,-31.22504
1.97,-26.00027,-31.87946,-22.02676,-24.95644,-30.52887,-31.25108
1.98,-25.98385,-31.88069,-21.9425,-24.93554,-30.38932,-31.27718
1.99,-25.96801,-31.88156,-21.85887,-24.9146,-30.24829,-31.30335
2,-25.95275,-31.88207,-21.77588,-24.8936,-30.10595,-31.32957
2.01,-25.93806,-31.88221,-21.69353,-24.87255,-29.96246,-31.35584
2.02,-25.92395,-31.88199,-21.61184,-24.85143,-29.81798,-31.38215
2.03,-25.91041,-31.88138,-21.53081,-24.83025,-29.67265,-31.40849
2.04,-25.89746,-31.88038,-21.45045,-24.809,-29.52663,-31.43487
2.05,-25.88508,-31.879,-21.37076,-24.78769,-29.38005,-31.46126
2.06,-25.87328,-31.87721,-21.29177,-24.7663,-29.23304,-31.48767
2.07,-25.86206,-31.87501,-21.21346,-24.74483,-29.08573,-31.51408
2.08,-25.85142,-31.8724,-21.13585,-24.72328,-28.93822,-31.5405
2.09,-25.84136,-31.86936,-21.05896,-24.70165,-28.79065,-31.56691
2.1,-25.83187,-31.86589,-20.98278,-24.67993,-28.6431,-31.5933
2.11,-25.82297,-31.86199,-20.90732,-24.65812,-28.49568,-31.61967
2.12,-25.81465,-31.85763,-20.8326,-24.63621,-28.34849,-31.646
2.13,-25.8069,-31.85283,-20.75861,-24.61421,-28.20161,-31.6723
2.14,-25.79973,-31.84757,-20.68538,-24.5921,-28.05512,-31.69854
2.15,-25.79314,-31.84183,-20.6129,-24.5699,-27.90911,-31.72473
2.16,-25.78712,-31.83563,-20.54118,-24.54758,-27.76364,-31.75085
2.17,-25.78167,-31.82894,-20.47023,-24.52516,-27.61878,-31.77688
2.18,-25.7768,-31.82175,-20.40006,-24.50262,-27.47459,-31.80283
2.19,-25.77249,-31.81407,-20.33068,-24.47996,-27.33114,-31.82869
2.2,-25.76875,-31.80589,-20.26208,-24.45718,-27.18849,-31.85443
2.21,-25.76556,-31.79719,-20.19429,-24.43428,-27.04667,-31.88005
2.22,-25.76294,-31.78796,-20.1273,-24.41125,-26.90574,-31.90553
2.23,-25.76087,-31.77821,-20.06113,-24.38808,-26.76574,-31.93088
2.24,-25.75935,-31.76792,-19.99577,-24.36478,-26.62672,-31.95606
2.25,-25.75837,-31.75708,-19.93124,-24.34135,-26.4887,-31.98108
2.26,-25.75794,-31.74569,-19.86754,-24.31777,-26.35173,-32.00591
2.27,-25.75804,-31.73374,-19.80468,-24.29405,-26.21585,-32.03054
2.28,-25.75866,-31.72122,-19.74266,-24.27017,-26.08106,-32.05496
2.29,-25.7598,-31.70812,-19.6815,-24.24615,-25.94742,-32.07916
2.3,-25.76146,-31.69444,-19.62118,-24.22197,-25.81493,-32.10311
2.31,-25.76362,-31.68016,-19.56173,-24.19763,-25.68362,-32.12681
2.32,-25.76628,-31.66528,-19.50314,-24.17312,-25.55352,-32.15023
2.33,-25.76942,-31.64979,-19.44543,-24.14845,-25.42463,-32.17336
2.34,-25.77303,-31.63368,-19.38858,-24.12361,-25.29699,-32.19618
2.35,-25.77712,-31.61694,-19.33262,-24.0986,-25.17059,-32.21867
2.36,-25.78165,-31.59957,-19.27753,-24.0734,-25.04547,-32.24082
2.37,-25.78662,-31.58155,-19.22334,-24.04803,-24.92162,-32.26261
2.38,-25.79202,-31.56288,-19.17003,-24.02247,-24.79906,-32.28401
2.39,-25.79783,-31.54356,-19.11761,-23.99672,-24.6778,-32.305
2.4,-25.80404,-31.52356,-19.06609,-23.97077,-24.55784,-32.32557
2.41,-25.81064,-31.50289,-19.01547,-23.94463,-24.43919,-32.34569
2.42,-25.81759,-31.48153,-18.96575,-23.91829,-24.32187,-32.36533
2.43,-25.8249,-31.45948,-18.91693,-23.89174,-24.20586,-32.38449
2.44,-25.83253,-31.43672,-18.86901,-23.86499,-24.09118,-32.40312
2.45,-25.84047,-31.41326,-18.822,-23.83802,-23.97783,-32.42121
2.46,-25.8487,-31.38908,-18.77589,-23.81084,-23.8658,-32.43872
2.47,-25.8572,-31.36416,-18.73069,-23.78343,-23.7551,-32.45564
2.48,-25.86594,-31.33852,-18.68639,-23.7558,-23.64573,-32.47194
2.49,-25.8749,-31.31212,-18.643,-23.72794,-23.53769,-32.48758
2.5,-25.88406,-31.28498,-18.60052,-23.69984,-23.43097,-32.50254
2.51,-25.89339,-31.25707,-18.55895,-23.67151,-23.32558,-32.51679
2.52,-25.90287,-31.22839,-18.51828,-23.64294,-23.2215,-32.5303
2.53,-25.91246,-31.19894,-18.47851,-23.61412,-23.11873,-32.54304
2.54,-25.92214,-31.16869,-18.43964,-23.58505,-23.01728,-32.55497
2.55,-25.93189,-31.13765,-18.40167,-23.55572,-22.91712,-32.56606
2.56,-25.94166,-31.10581,-18.3646,-23.52613,-22.81827,-32.57628
2.57,-25.95143,-31.07315,-18.32843,-23.49628,-22.7207,-32.58559
2.58,-25.96117,-31.03967,-18.29315,-23.46616,-22.62442,-32.59396
2.59,-25.97084,-31.00535,-18.25875,-23.43577,-22.52942,-32.60135
2.6,-25.98041,-30.9702,-18.22524,-23.4051,-22.43568,-32.60772
2.61,-25.98985,-30.9342,-18.19262,-23.37414,-22.34319,-32.61304
2.62,-25.99911,-30.89735,-18.16087,-23.3429,-22.25196,-32.61726
2.63,-26.00817,-30.85963,-18.12999,-23.31136,-22.16196,-32.62036
2.64,-26.01699,-30.82103,-18.09999,-23.27952,-22.0732,-32.62228
2.65,-26.02552,-30.78155,-18.07085,-23.24738,-21.98565,-32.62299
2.66,-26.03374,-30.74118,-18.04257,-23.21494,-21.89931,-32.62244
2.67,-26.0416,-30.69991,-18.01514,-23.18218,-21.81417,-32.6206
2.68,-26.04907,-30.65773,-17.98856,-23.1491,-21.73021,-32.61742
2.69,-26.0561,-30.61463,-17.96282,-23.11569,-21.64742,-32.61286
2.7,-26.06266,-30.57061,-17.93792,-23.08196,-21.5658,-32.60687
2.71,-26.0687,-30.52565,-17.91386,-23.04789,-21.48532,-32.59942
2.72,-26.0742,-30.47974,-17.89061,-23.01348,-21.40597,-32.59045
2.73,-26.0791,-30.43288,-17.86819,-22.97873,-21.32775,-32.57993
2.74,-26.08337,-30.38506,-17.84658,-22.94362,-21.25064,-32.5678
2.75,-26.08697,-30.33627,-17.82577,-22.90815,-21.17462,-32.55403
2.76,-26.08987,-30.2865,-17.80576,-22.87232,-21.09969,-32.53857
2.77,-26.09201,-30.23574,-17.78655,-22.83612,-21.02582,-32.52137
2.78,-26.09338,-30.18398,-17.76812,-22.79954,-20.95301,-32.50239
2.79,-26.09392,-30.13122,-17.75046,-22.76258,-20.88123,-32.48159
2.8,-26.09361,-30.07744,-17.73358,-22.72523,-20.81049,-32.45892
2.81,-26.09241,-30.02264,-17.71746,-22.68749,-20.74075,-32.43434
2.82,-26.09028,-29.9668,-17.70209,-22.64934,-20.67201,-32.4078
2.83,-26.0872,-29.90991,-17.68748,-22.61079,-20.60425,-32.37927
2.84,-26.08312,-29.85198,-17.6736,-22.57182,-20.53746,-32.3487
2.85,-26.07803,-29.79299,-17.66046,-22.53242,-20.47163,-32.31605
2.86,-26.07189,-29.73292,-17.64804,-22.4926,-20.40673,-32.28128
2.87,-26.06467,-29.67177,-17.63635,-22.45234,-20.34275,-32.24436
2.88,-26.05635,-29.60954,-17.62536,-22.41163,-20.27969,-32.20523
2.89,-26.0469,-29.5462,-17.61508,-22.37047,-20.21752,-32.16388
2.9,-26.0363,-29.48176,-17.60549,-22.32886,-20.15622,-32.12025
2.91,-26.02454,-29.41619,-17.5966,-22.28678,-20.0958,-32.07432
2.92,-26.01159,-29.3495,-17.58838,-22.24422,-20.03622,-32.02606
2.93,-25.99743,-29.28168,-17.58084,-22.20118,-19.97748,-31.97542
2.94,-25.98206,-29.2127,-17.57397,-22.15765,-19.91956,-31.9224
2.95,-25.96545,-29.14257,-17.56775,-22.11361,-19.86244,-31.86694
2.96,-25.9476,-29.07126,-17.56219,-22.06907,-19.80612,-31.80904
2.97,-25.92851,-28.99878,-17.55728,-22.02402,-19.75058,-31.74866
2.98,-25.90815,-28.92512,-17.55301,-21.97844,-19.6958,-31.68579
2.99,-25.88653,-28.85025,-17.54937,-21.93232,-19.64177,-31.6204
3,-25.86365,-28.77417,-17.54635,-21.88566,-19.58848,-31.55247
3.01,-25.83951,-28.69687,-17.54396,-21.83845,-19.53592,-31.48198
3.02,-25.8141,-28.61834,-17.54218,-21.79067,-19.48406,-31.40893
3.03,-25.78743,-28.53857,-17.54102,-21.74232,-19.43289,-31.3333
3.04,-25.75951,-28.45755,-17.54045,-21.69339,-19.38241,-31.25507
3.05,-25.73035,-28.37526,-17.54048,-21.64387,-19.3326,-31.17424
3.06,-25.69995,-28.29169,-17.5411,-21.59374,-19.28345,-31.09081
3.07,-25.66832,-28.20684,-17.54231,-21.543,-19.23494,-31.00475
3.08,-25.63548,-28.12069,-17.5441,-21.49164,-19.18707,-30.91609
3.09,-25.60144,-28.03322,-17.54646,-21.43963,-19.13981,-30.8248
3.1,-25.56621,-27.94443,-17.5494,-21.38699,-19.09316,-30.73089
3.11,-25.52982,-27.8543,-17.5529,-21.33368,-19.04711,-30.63436
3.12,-25.49228,-27.76282,-17.55696,-21.2797,-19.00164,-30.53523
3.13,-25.45362,-27.66997,-17.56159,-21.22504,-18.95675,-30.43348
3.14,-25.41385,-27.57575,-17.56677,-21.16969,-18.91242,-30.32912
3.15,-25.37299,-27.48014,-17.57249,-21.11363,-18.86864,-30.22218
3.16,-25.33108,-27.38313,-17.57877,-21.05685,-18.8254,-30.11264
3.17,-25.28812,-27.28469,-17.58559,-20.99933,-18.78269,-30.00053
3.18,-25.24415,-27.18483,-17.59296,-20.94107,-18.7405,-29.88586
3.19,-25.1992,-27.08351,-17.60086,-20.88204,-18.69882,-29.76863
3.2,-25.15329,-26.98073,-17.6093,-20.82224,-18.65765,-29.64886
3.21,-25.10644,-26.87647,-17.61827,-20.76166,-18.61696,-29.52656
3.22,-25.05868,-26.77072,-17.62778,-20.70026,-18.57676,-29.40175
3.23,-25.01004,-26.66346,-17.63782,-20.63805,-18.53703,-29.27443
3.24,-24.96056,-26.55466,-17.64839,-20.575,-18.49776,-29.14464
3.25,-24.91024,-26.44433,-17.65948,-20.51111,-18.45896,-29.01238
3.26,-24.85914,-26.33243,-17.67111,-20.44635,-18.4206,-28.87766
3.27,-24.80726,-26.21895,-17.68326,-20.3807,-18.38268,-28.74051
3.28,-24.75465,-26.10387,-17.69594,-20.31415,-18.3452,-28.60093
3.29,-24.70132,-25.98717,-17.70914,-20.24669,-18.30814,-28.45895
3.3,-24.64731,-25.86884,-17.72287,-20.17829,-18.2715,-28.31457
3.31,-24.59265,-25.74885,-17.73713,-20.10894,-18.23527,-28.16782
3.32,-24.53736,-25.62719,-17.75192,-20.03862,-18.19945,-28.0187
3.33,-24.48148,-25.50382,-17.76724,-19.96731,-18.16403,-27.86723
3.34,-24.42502,-25.37875,-17.78309,-19.89499,-18.12901,-27.71342
3.35,-24.36801,-25.25193,-17.79947,-19.82164,-18.09437,-27.55729
3.36,-24.31049,-25.12335,-17.81639,-19.74725,-18.06011,-27.39885
3.37,-24.25247,-24.99298,-17.83384,-19.67178,-18.02624,-27.2381
3.38,-24.19399,-24.86081,-17.85184,-19.59523,-17.99273,-27.07506
3.39,-24.13507,-24.72681,-17.87037,-19.51756,-17.9596,-26.90974
3.4,-24.07574,-24.59095,-17.88945,-19.43877,-17.92682,-26.74214
3.41,-24.01601,-24.45321,-17.90908,-19.35882,-17.89441,-26.57227
3.42,-23.95592,-24.31357,-17.92926,-19.27769,-17.86235,-26.40014
3.43,-23.89548,-24.172,-17.95,-19.19536,-17.83064,-26.22575
3.44,-23.83473,-24.02847,-17.97129,-19.11182,-17.79929,-26.0491
3.45,-23.77368,-23.88296,-17.99315,-19.02703,-17.76827,-25.8702
3.46,-23.71235,-23.73543,-18.01559,-18.94097,-17.7376,-25.68905
3.47,-23.65077,-23.58587,-18.03859,-18.85361,-17.70727,-25.50565
3.48,-23.58897,-23.43425,-18.06218,-18.76494,-17.67728,-25.31999
3.49,-23.52695,-23.28053,-18.08635,-18.67494,-17.64762,-25.13209
3.5,-23.46475,-23.12469,-18.11111,-18.58356,-17.61829,-24.94192
3.51,-23.40237,-22.96669,-18.13648,-18.4908,-17.58929,-24.74949
3.52,-23.33985,-22.80652,-18.16244,-18.39663,-17.56063,-24.5548
3.53,-23.2772,-22.64414,-18.18902,-18.30102,-17.53228,-24.35784
3.54,-23.21443,-22.47952,-18.21621,-18.20395,-17.50427,-24.15859
3.55,-23.15158,-22.31264,-18.24404,-18.10539,-17.47658,-23.95707
3.56,-23.08865,-22.14346,-18.27249,-18.00533,-17.44921,-23.75325
3.57,-23.02566,-21.97196,-18.30159,-17.90374,-17.42217,-23.54713
3.58,-22.96264,-21.79811,-18.33134,-17.8006,-17.39545,-23.3387
3.59,-22.89959,-21.62188,-18.36174,-17.69588,-17.36905,-23.12795
3.6,-22.83654,-21.44325,-18.39281,-17.58958,-17.34297,-22.91488
3.61,-22.77349,-21.26219,-18.42456,-17.48167,-17.31721,-22.69948
3.62,-22.71048,-21.07868,-18.457,-17.37214,-17.29178,-22.48174
3.63,-22.64751,-20.8927,-18.49013,-17.26098,-17.26667,-22.26166
3.64,-22.5846,-20.70423,-18.52397,-17.14817,-17.24188,-22.03923
3.65,-22.52176,-20.51325,-18.55852,-17.0337,-17.21741,-21.81446
3.66,-22.45901,-20.31976,-18.5938,-16.91758,-17.19326,-21.58734
3.67,-22.39636,-20.12375,-18.62982,-16.7998,-17.16944,-21.35788
3.68,-22.33383,-19.92521,-18.66659,-16.68038,-17.14594,-21.1261
3.69,-22.27143,-19.72413,-18.70412,-16.55931,-17.12277,-20.89199
3.7,-22.20919,-19.52055,-18.74243,-16.43662,-17.09992,-20.65559
3.71,-22.1471,-19.31445,-18.78151,-16.31234,-17.0774,-20.41692
3.72,-22.08518,-19.10588,-18.8214,-16.1865,-17.05521,-20.17601
3.73,-22.02346,-18.89486,-18.8621,-16.05915,-17.03335,-19.93291
3.74,-21.96193,-18.68145,-18.90362,-15.93034,-17.01181,-19.68768
3.75,-21.90062,-18.46569,-18.94598,-15.80014,-16.99061,-19.44037
3.76,-21.83954,-18.24765,-18.98919,-15.66864,-16.96975,-19.19106
3.77,-21.7787,-18.02744,-19.03327,-15.53594,-16.94921,-18.93987
3.78,-21.71811,-17.80515,-19.07822,-15.40216,-16.92901,-18.68689
3.79,-21.65779,-17.58091,-19.12407,-15.26744,-16.90915,-18.43226
3.8,-21.59775,-17.35488,-19.17084,-15.13195,-16.88963,-18.17615
3.81,-21.538,-17.12724,-19.21853,-14.99589,-16.87045,-17.91874
3.82,-21.47855,-16.89818,-19.26716,-14.85948,-16.8516,-17.66025
3.83,-21.41942,-16.66797,-19.31675,-14.72298,-16.8331,-17.40091
3.84,-21.36062,-16.43687,-19.36731,-14.58669,-16.81495,-17.14102
3.85,-21.30215,-16.20521,-19.41887,-14.45094,-16.79714,-16.8809
3.86,-21.24404,-15.97335,-19.47143,-14.31612,-16.77967,-16.62093
3.87,-21.1863,-15.74171,-19.52502,-14.18267,-16.76256,-16.36151
3.88,-21.12893,-15.51075,-19.57966,-14.05107,-16.74579,-16.10313
3.89,-21.07194,-15.281,-19.63537,-13.92187,-16.72937,-15.8463
3.9,-21.01536,-15.05304,-19.69215,-13.79567,-16.7133,-15.59161
3.91,-20.95918,-14.82752,-19.75004,-13.67313,-16.69759,-15.33971
3.92,-20.90343,-14.60513,-19.80906,-13.55499,-16.68222,-15.09131
3.93,-20.8481,-14.38665,-19.86921,-13.44204,-16.66721,-14.84718
3.94,-20.79322,-14.17292,-19.93053,-13.33514,-16.65256,-14.60814
3.95,-20.73878,-13.96481,-19.99304,-13.2352,-16.63826,-14.3751
3.96,-20.68481,-13.76326,-20.05675,-13.14319,-16.62431,-14.14899
3.97,-20.63132,-13.56926,-20.1217,-13.0601,-16.61072,-13.93079
3.98,-20.5783,-13.38381,-20.1879,-12.987,-16.59748,-13.72151
3.99,-20.52578,-13.20794,-20.25537,-12.92491,-16.5846,-13.52217
4,-20.47376,-13.04266,-20.32414,-12.87491,-16.57208,-13.33379
4.01,-20.42224,-12.88897,-20.39424,-12.83799,-16.55991,-13.15736
4.02,-20.37125,-12.74778,-20.46569,-12.81515,-16.5481,-12.99381
4.03,-20.32078,-12.61998,-20.53852,-12.80727,-16.53664,-12.84401
4.04,-20.27085,-12.50632,-20.61275,-12.81515,-16.52554,-12.70872
4.05,-20.22146,-12.40742,-20.6884,-12.83946,-16.51479,-12.58856
4.06,-20.17262,-12.32378,-20.76552,-12.88074,-16.50439,-12.48403
4.07,-20.12434,-12.25572,-20.84412,-12.93934,-16.49434,-12.39544
4.08,-20.07662,-12.20339,-20.92424,-13.01546,-16.48464,-12.32294
4.09,-20.02947,-12.16675,-21.00591,-13.10911,-16.47529,-12.26649
4.1,-19.9829,-12.14558,-21.08915,-13.22012,-16.46629,-12.22588
4.11,-19.93691,-12.13949,-21.174,-13.34815,-16.45763,-12.20071
4.12,-19.89151,-12.14795,-21.26049,-13.4927,-16.44932,-12.19045
4.13,-19.84669,-12.17026,-21.34866,-13.65316,-16.44134,-12.1944
4.14,-19.80247,-12.20562,-21.43854,-13.82876,-16.4337,-12.21175
4.15,-19.75885,-12.25314,-21.53016,-14.01868,-16.4264,-12.24161
4.16,-19.71583,-12.31185,-21.62356,-14.22202,-16.41944,-12.28301
4.17,-19.67341,-12.38075,-21.71879,-14.43783,-16.4128,-12.33495
4.18,-19.63159,-12.45882,-21.81588,-14.66515,-16.40649,-12.39641
4.19,-19.59038,-12.54503,-21.91487,-14.90305,-16.40051,-12.46635
4.2,-19.54978,-12.63838,-22.01579,-15.15058,-16.39484,-12.54377
4.21,-19.50978,-12.7379,-22.11871,-15.40687,-16.38949,-12.62769
4.22,-19.47038,-12.84267,-22.22365,-15.67106,-16.38446,-12.71721
4.23,-19.43159,-12.95182,-22.33067,-15.94237,-16.37974,-12.81143
4.24,-19.3934,-13.06454,-22.43981,-16.22008,-16.37532,-12.90955
