Freq [GHz],S12,S13,S14,S23,S24,S34
1,-30.22987,-32.29528,-31.63476,-31.5826,-31.19089,-33.2009
1.01,-30.15974,-32.17401,-31.63626,-31.51895,-31.13899,-33.07241
1.02,-30.09015,-32.05298,-31.63927,-31.45576,-31.08821,-32.94364
1.03,-30.02109,-31.93221,-31.64377,-31.39303,-31.03854,-32.81464
1.04,-29.95256,-31.8117,-31.64974,-31.33076,-30.98997,-32.68543
1.05,-29.88458,-31.69144,-31.65717,-31.26894,-30.94247,-32.55605
1.06,-29.81713,-31.57144,-31.66604,-31.20759,-30.89604,-32.42652
1.07,-29.75023,-31.4517,-31.67633,-31.1467,-30.85066,-32.29688
1.08,-29.68388,-31.33222,-31.68803,-31.08627,-30.80632,-32.16714
1.09,-29.61808,-31.21301,-31.70112,-31.0263,-30.76299,-32.03734
1.1,-29.55283,-31.09405,-31.71559,-30.96681,-30.72068,-31.9075
1.11,-29.48813,-30.97537,-31.7314,-30.90778,-30.67936,-31.77765
1.12,-29.42398,-30.85695,-31.74856,-30.84922,-30.63902,-31.64781
1.13,-29.36039,-30.73879,-31.76702,-30.79113,-30.59965,-31.518
1.14,-29.29736,-30.62091,-31.78678,-30.73352,-30.56123,-31.38825
1.15,-29.23489,-30.5033,-31.80781,-30.67639,-30.52376,-31.25857
1.16,-29.17297,-30.38596,-31.83009,-30.61973,-30.48722,-31.129
1.17,-29.11161,-30.26889,-31.85359,-30.56356,-30.4516,-30.99954
1.18,-29.05082,-30.1521,-31.87829,-30.50787,-30.41689,-30.87023
1.19,-28.99058,-30.03559,-31.90415,-30.45267,-30.38306,-30.74107
1.2,-28.93091,-29.91936,-31.93115,-30.39796,-30.35012,-30.61208
1.21,-28.8718,-29.8034,-31.95927,-30.34374,-30.31805,-30.48329
1.22,-28.81325,-29.68773,-31.98845,-30.29002,-30.28684,-30.35471
1.23,-28.75526,-29.57234,-32.01868,-30.2368,-30.25647,-30.22635
1.24,-28.69784,-29.45724,-32.04991,-30.18409,-30.22694,-30.09823
1.25,-28.64097,-29.34242,-32.08211,-30.13187,-30.19822,-29.97036
1.26,-28.58467,-29.22789,-32.11522,-30.08018,-30.17032,-29.84276
1.27,-28.52893,-29.11366,-32.14922,-30.02899,-30.14321,-29.71545
1.28,-28.47375,-28.99971,-32.18404,-29.97833,-30.11688,-29.58842
1.29,-28.41913,-28.88606,-32.21965,-29.92819,-30.09133,-29.4617
1.3,-28.36508,-28.77271,-32.25598,-29.87857,-30.06653,-29.3353
1.31,-28.31158,-28.65966,-32.29297,-29.82949,-30.04249,-29.20922
1.32,-28.25864,-28.5469,-32.33058,-29.78095,-30.01917,-29.08349
1.33,-28.20626,-28.43445,-32.36872,-29.73295,-29.99658,-28.9581
1.34,-28.15444,-28.32231,-32.40734,-29.6855,-29.97469,-28.83306
1.35,-28.10318,-28.21047,-32.44635,-29.6386,-29.9535,-28.7084
1.36,-28.05248,-28.09894,-32.48568,-29.59226,-29.93299,-28.58411
1.37,-28.00233,-27.98772,-32.52524,-29.54649,-29.91315,-28.4602
1.38,-27.95274,-27.87682,-32.56495,-29.50129,-29.89395,-28.33668
1.39,-27.9037,-27.76624,-32.60472,-29.45666,-29.8754,-28.21357
1.4,-27.85522,-27.65598,-32.64443,-29.41262,-29.85747,-28.09085
1.41,-27.80729,-27.54604,-32.68399,-29.36916,-29.84015,-27.96855
1.42,-27.75992,-27.43642,-32.72328,-29.3263,-29.82342,-27.84667
1.43,-27.7131,-27.32714,-32.7622,-29.28405,-29.80727,-27.72521
1.44,-27.66684,-27.21818,-32.8006,-29.2424,-29.79168,-27.60419
1.45,-27.62112,-27.10956,-32.83837,-29.20137,-29.77664,-27.4836
1.46,-27.57596,-27.00128,-32.87536,-29.16097,-29.76213,-27.36345
1.47,-27.53134,-26.89334,-32.91143,-29.12119,-29.74813,-27.24375
1.48,-27.48728,-26.78574,-32.94644,-29.08206,-29.73463,-27.1245
1.49,-27.44376,-26.67849,-32.98023,-29.04357,-29.7216,-27.0057
1.5,-27.4008,-26.57159,-33.01263,-29.00574,-29.70904,-26.88737
1.51,-27.35838,-26.46505,-33.04348,-28.96857,-29.69691,-26.76951
1.52,-27.31651,-26.35886,-33.0726,-28.93208,-29.68521,-26.65211
1.53,-27.27519,-26.25303,-33.09982,-28.89626,-29.67391,-26.53519
1.54,-27.23442,-26.14757,-33.12496,-28.86113,-29.66299,-26.41874
1.55,-27.19419,-26.04248,-33.14783,-28.8267,-29.65244,-26.30278
1.56,-27.15451,-25.93777,-33.16824,-28.79297,-29.64223,-26.1873
1.57,-27.11537,-25.83343,-33.186,-28.75996,-29.63234,-26.07232
1.58,-27.07678,-25.72947,-33.20092,-28.72767,-29.62275,-25.95782
1.59,-27.03874,-25.62589,-33.21281,-28.69612,-29.61343,-25.84382
1.6,-27.00124,-25.52271,-33.22147,-28.6653,-29.60438,-25.73033
1.61,-26.96428,-25.41992,-33.22673,-28.63525,-29.59555,-25.61733
1.62,-26.92788,-25.31753,-33.22839,-28.60595,-29.58694,-25.50485
1.63,-26.89201,-25.21554,-33.22628,-28.57742,-29.57851,-25.39287
1.64,-26.85669,-25.11396,-33.22022,-28.54968,-29.57024,-25.28141
1.65,-26.82192,-25.01279,-33.21006,-28.52273,-29.56211,-25.17046
1.66,-26.78769,-24.91204,-33.19564,-28.49657,-29.55409,-25.06004
1.67,-26.75401,-24.81171,-33.17682,-28.47123,-29.54616,-24.95014
1.68,-26.72088,-24.71181,-33.15347,-28.44672,-29.53829,-24.84076
1.69,-26.68829,-24.61234,-33.12548,-28.42303,-29.53045,-24.73192
1.7,-26.65624,-24.51331,-33.09274,-28.40019,-29.52262,-24.62361
1.71,-26.62475,-24.41473,-33.05518,-28.3782,-29.51477,-24.51584
1.72,-26.5938,-24.31659,-33.01274,-28.35708,-29.50688,-24.40861
1.73,-26.5634,-24.2189,-32.96535,-28.33683,-29.49891,-24.30193
1.74,-26.53355,-24.12168,-32.91301,-28.31746,-29.49084,-24.19579
1.75,-26.50424,-24.02492,-32.8557,-28.299,-29.48264,-24.09021
1.76,-26.47549,-23.92863,-32.79343,-28.28144,-29.47429,-23.98518
1.77,-26.44729,-23.83282,-32.72624,-28.26479,-29.46575,-23.88071
1.78,-26.41963,-23.73749,-32.65417,-28.24908,-29.457,-23.7768
1.79,-26.39253,-23.64265,-32.57729,-28.23431,-29.448,-23.67346
1.8,-26.36599,-23.54831,-32.49569,-28.22048,-29.43874,-23.57069
1.81,-26.33999,-23.45447,-32.40947,-28.20762,-29.42917,-23.4685
1.82,-26.31455,-23.36114,-32.31874,-28.19573,-29.41928,-23.36688
1.83,-26.28967,-23.26832,-32.22365,-28.18483,-29.40903,-23.26585
1.84,-26.26534,-23.17602,-32.12433,-28.17492,-29.39839,-23.1654
1.85,-26.24157,-23.08425,-32.02095,-28.16602,-29.38734,-23.06555
1.86,-26.21836,-22.99302,-31.91366,-28.15813,-29.37585,-22.96629
1.87,-26.19571,-22.90232,-31.80264,-28.15128,-29.36389,-22.86763
1.88,-26.17362,-22.81218,-31.68808,-28.14546,-29.35143,-22.76957
1.89,-26.1521,-22.72259,-31.57016,-28.14069,-29.33845,-22.67212
1.9,-26.13113,-22.63357,-31.44907,-28.13699,-29.32491,-22.57529
1.91,-26.11074,-22.54511,-31.325,-28.13436,-29.3108,-22.47907
1.92,-26.0909,-22.45723,-31.19814,-28.13281,-29.29609,-22.38348
1.93,-26.07164,-22.36994,-31.0687,-28.13235,-29.28075,-22.28851
1.94,-26.05294,-22.28324,-30.93687,-28.133,-29.26475,-22.19418
1.95,-26.03481,-22.19713,-30.80282,-28.13477,-29.24808,-22.10048
1.96,-26.01725,-22.11164,-30.66676,-28.13766,-29.23071,-22.00742
1.97,-26.00027,-22.02676,-30.52887,-28.14169,-29.21261,-21.91501
1.98,-25.98385,-21.9425,-30.38932,-28.14687,-29.19378,-21.82326
1.99,-25.96801,-21.85887,-30.24829,-28.15321,-29.17417,-21.73215
2,-25.95275,-21.77588,-30.10595,-28.16072,-29.15378,-21.64171
2.01,-25.93806,-21.69353,-29.96246,-28.16941,-29.13259,-21.55194
2.02,-25.92395,-21.61184,-29.81798,-28.17929,-29.11058,-21.46284
2.03,-25.91041,-21.53081,-29.67265,-28.19037,-29.08773,-21.37441
2.04,-25.89746,-21.45045,-29.52663,-28.20266,-29.06403,-21.28667
2.05,-25.88508,-21.37076,-29.38005,-28.21617,-29.03947,-21.19961
2.06,-25.87328,-21.29177,-29.23304,-28.23092,-29.01402,-21.11325
2.07,-25.86206,-21.21346,-29.08573,-28.2469,-28.98768,-21.02758
2.08,-25.85142,-21.13585,-28.93822,-28.26414,-28.96044,-20.94261
2.09,-25.84136,-21.05896,-28.79065,-28.28264,-28.93229,-20.85835
2.1,-25.83187,-20.98278,-28.6431,-28.30241,-28.90322,-20.77481
2.11,-25.82297,-20.90732,-28.49568,-28.32347,-28.87322,-20.69198
2.12,-25.81465,-20.8326,-28.34849,-28.34581,-28.84229,-20.60987
2.13,-25.8069,-20.75861,-28.20161,-28.36945,-28.81043,-20.52849
2.14,-25.79973,-20.68538,-28.05512,-28.39441,-28.77764,-20.44783
2.15,-25.79314,-20.6129,-27.90911,-28.42068,-28.7439,-20.36792
2.16,-25.78712,-20.54118,-27.76364,-28.44829,-28.70923,-20.28875
2.17,-25.78167,-20.47023,-27.61878,-28.47723,-28.67363,-20.21032
2.18,-25.7768,-20.40006,-27.47459,-28.50752,-28.63709,-20.13264
2.19,-25.77249,-20.33068,-27.33114,-28.53916,-28.59963,-20.05571
2.2,-25.76875,-20.26208,-27.18849,-28.57217,-28.56124,-19.97954
2.21,-25.76556,-20.19429,-27.04667,-28.60655,-28.52195,-19.90414
2.22,-25.76294,-20.1273,-26.90574,-28.64231,-28.48175,-19.8295
2.23,-25.76087,-20.06113,-26.76574,-28.67946,-28.44065,-19.75563
2.24,-25.75935,-19.99577,-26.62672,-28.71801,-28.39868,-19.68253
2.25,-25.75837,-19.93124,-26.4887,-28.75797,-28.35583,-19.61021
2.26,-25.75794,-19.86754,-26.35173,-28.79934,-28.31213,-19.53867
2.27,-25.75804,-19.80468,-26.21585,-28.84213,-28.26758,-19.46791
2.28,-25.75866,-19.74266,-26.08106,-28.88635,-28.22221,-19.39794
2.29,-25.7598,-19.6815,-25.94742,-28.932,-28.17604,-19.32876
2.3,-25.76146,-19.62118,-25.81493,-28.97909,-28.12907,-19.26037
2.31,-25.76362,-19.56173,-25.68362,-29.02764,-28.08133,-19.19277
2.32,-25.76628,-19.50314,-25.55352,-29.07763,-28.03285,-19.12597
2.33,-25.76942,-19.44543,-25.42463,-29.12908,-27.98363,-19.05996
2.34,-25.77303,-19.38858,-25.29699,-29.182,-27.93371,-18.99476
2.35,-25.77712,-19.33262,-25.17059,-29.23638,-27.88311,-18.93035
2.36,-25.78165,-19.27753,-25.04547,-29.29224,-27.83184,-18.86675
2.37,-25.78662,-19.22334,-24.92162,-29.34956,-27.77994,-18.80395
2.38,-25.79202,-19.17003,-24.79906,-29.40837,-27.72743,-18.74195
2.39,-25.79783,-19.11761,-24.6778,-29.46865,-27.67433,-18.68076
2.4,-25.80404,-19.06609,-24.55784,-29.53041,-27.62067,-18.62037
2.41,-25.81064,-19.01547,-24.43919,-29.59365,-27.56648,-18.56079
2.42,-25.81759,-18.96575,-24.32187,-29.65836,-27.51179,-18.502
2.43,-25.8249,-18.91693,-24.20586,-29.72455,-27.45661,-18.44402
2.44,-25.83253,-18.86901,-24.09118,-29.7922,-27.40099,-18.38684
2.45,-25.84047,-18.822,-23.97783,-29.86132,-27.34494,-18.33046
2.46,-25.8487,-18.77589,-23.8658,-29.93189,-27.2885,-18.27488
2.47,-25.8572,-18.73069,-23.7551,-30.00391,-27.23169,-18.2201
2.48,-25.86594,-18.68639,-23.64573,-30.07736,-27.17454,-18.16611
2.49,-25.8749,-18.643,-23.53769,-30.15223,-27.11709,-18.11291
2.5,-25.88406,-18.60052,-23.43097,-30.22851,-27.05935,-18.0605
2.51,-25.89339,-18.55895,-23.32558,-30.30618,-27.00136,-18.00888
2.52,-25.90287,-18.51828,-23.2215,-30.38521,-26.94315,-17.95804
2.53,-25.91246,-18.47851,-23.11873,-30.46557,-26.88475,-17.90798
2.54,-25.92214,-18.43964,-23.01728,-30.54725,-26.82617,-17.85869
2.55,-25.93189,-18.40167,-22.91712,-30.63021,-26.76746,-17.81018
2.56,-25.94166,-18.3646,-22.81827,-30.7144,-26.70864,-17.76243
2.57,-25.95143,-18.32843,-22.7207,-30.79979,-26.64974,-17.71545
2.58,-25.96117,-18.29315,-22.62442,-30.88634,-26.59078,-17.66922
2.59,-25.97084,-18.25875,-22.52942,-30.97398,-26.53179,-17.62375
2.6,-25.98041,-18.22524,-22.43568,-31.06266,-26.47281,-17.57902
2.61,-25.98985,-18.19262,-22.34319,-31.15232,-26.41385,-17.53503
2.62,-25.99911,-18.16087,-22.25196,-31.24288,-26.35494,-17.49178
2.63,-26.00817,-18.12999,-22.16196,-31.33427,-26.2961,-17.44925
2.64,-26.01699,-18.09999,-22.0732,-31.42638,-26.23737,-17.40745
2.65,-26.02552,-18.07085,-21.98565,-31.51914,-26.17877,-17.36636
2.66,-26.03374,-18.04257,-21.89931,-31.61242,-26.12032,-17.32598
2.67,-26.0416,-18.01514,-21.81417,-31.70611,-26.06205,-17.2863
2.68,-26.04907,-17.98856,-21.73021,-31.80009,-26.00397,-17.24731
2.69,-26.0561,-17.96282,-21.64742,-31.8942,-25.94612,-17.20901
2.7,-26.06266,-17.93792,-21.5658,-31.98831,-25.88851,-17.17139
2.71,-26.0687,-17.91386,-21.48532,-32.08224,-25.83116,-17.13443
2.72,-26.0742,-17.89061,-21.40597,-32.17582,-25.7741,-17.09814
2.73,-26.0791,-17.86819,-21.32775,-32.26885,-25.71735,-17.06251
2.74,-26.08337,-17.84658,-21.25064,-32.36112,-25.66093,-17.02751
2.75,-26.08697,-17.82577,-21.17462,-32.45241,-25.60485,-16.99316
2.76,-26.08987,-17.80576,-21.09969,-32.54248,-25.54913,-16.95943
2.77,-26.09201,-17.78655,-21.02582,-32.63108,-25.49379,-16.92632
2.78,-26.09338,-17.76812,-20.95301,-32.71794,-25.43886,-16.89382
2.79,-26.09392,-17.75046,-20.88123,-32.80277,-25.38434,-16.86192
2.8,-26.09361,-17.73358,-20.81049,-32.88528,-25.33025,-16.83061
2.81,-26.09241,-17.71746,-20.74075,-32.96515,-25.2766,-16.79989
2.82,-26.09028,-17.70209,-20.67201,-33.04205,-25.22342,-16.76973
2.83,-26.0872,-17.68748,-20.60425,-33.11566,-25.17071,-16.74015
2.84,-26.08312,-17.6736,-20.53746,-33.18562,-25.11849,-16.71111
2.85,-26.07803,-17.66046,-20.47163,-33.25158,-25.06676,-16.68262
2.86,-26.07189,-17.64804,-20.40673,-33.31319,-25.01555,-16.65466
2.87,-26.06467,-17.63635,-20.34275,-33.37008,-24.96486,-16.62723
2.88,-26.05635,-17.62536,-20.27969,-33.42191,-24.9147,-16.60031
2.89,-26.0469,-17.61508,-20.21752,-33.46832,-24.86509,-16.5739
2.9,-26.0363,-17.60549,-20.15622,-33.50897,-24.81602,-16.54798
2.91,-26.02454,-17.5966,-20.0958,-33.54354,-24.76751,-16.52255
2.92,-26.01159,-17.58838,-20.03622,-33.57173,-24.71957,-16.4976
2.93,-25.99743,-17.58084,-19.97748,-33.59324,-24.6722,-16.47311
2.94,-25.98206,-17.57397,-19.91956,-33.60783,-24.62541,-16.44908
2.95,-25.96545,-17.56775,-19.86244,-33.61527,-24.57921,-16.4255
2.96,-25.9476,-17.56219,-19.80612,-33.61537,-24.5336,-16.40235
2.97,-25.92851,-17.55728,-19.75058,-33.60798,-24.48858,-16.37964
2.98,-25.90815,-17.55301,-19.6958,-33.593,-24.44416,-16.35734
2.99,-25.88653,-17.54937,-19.64177,-33.57035,-24.40034,-16.33545
3,-25.86365,-17.54635,-19.58848,-33.54003,-24.35713,-16.31397
3.01,-25.83951,-17.54396,-19.53592,-33.50205,-24.31452,-16.29287
3.02,-25.8141,-17.54218,-19.48406,-33.45648,-24.27251,-16.27216
3.03,-25.78743,-17.54102,-19.43289,-33.40343,-24.23112,-16.25182
3.04,-25.75951,-17.54045,-19.38241,-33.34307,-24.19034,-16.23185
3.05,-25.73035,-17.54048,-19.3326,-33.27557,-24.15016,-16.21223
3.06,-25.69995,-17.5411,-19.28345,-33.20118,-24.1106,-16.19296
3.07,-25.66832,-17.54231,-19.23494,-33.12014,-24.07164,-16.17403
3.08,-25.63548,-17.5441,-19.18707,-33.03274,-24.03329,-16.15543
3.09,-25.60144,-17.54646,-19.13981,-32.93929,-23.99554,-16.13715
3.1,-25.56621,-17.5494,-19.09316,-32.84012,-23.9584,-16.11918
3.11,-25.52982,-17.5529,-19.04711,-32.73557,-23.92186,-16.10152
3.12,-25.49228,-17.55696,-19.00164,-32.62599,-23.88591,-16.08416
3.13,-25.45362,-17.56159,-18.95675,-32.51174,-23.85056,-16.06709
3.14,-25.41385,-17.56677,-18.91242,-32.39318,-23.8158,-16.0503
3.15,-25.37299,-17.57249,-18.86864,-32.27065,-23.78163,-16.03379
3.16,-25.33108,-17.57877,-18.8254,-32.14453,-23.74805,-16.01755
3.17,-25.28812,-17.58559,-18.78269,-32.01515,-23.71504,-16.00157
3.18,-25.24415,-17.59296,-18.7405,-31.88285,-23.68261,-15.98584
3.19,-25.1992,-17.60086,-18.69882,-31.74795,-23.65075,-15.97036
3.2,-25.15329,-17.6093,-18.65765,-31.61076,-23.61945,-15.95513
3.21,-25.10644,-17.61827,-18.61696,-31.47159,-23.58872,-15.94013
3.22,-25.05868,-17.62778,-18.57676,-31.33071,-23.55855,-15.92536
3.23,-25.01004,-17.63782,-18.53703,-31.1884,-23.52893,-15.91081
3.24,-24.96056,-17.64839,-18.49776,-31.0449,-23.49986,-15.89648
3.25,-24.91024,-17.65948,-18.45896,-30.90046,-23.47133,-15.88237
3.26,-24.85914,-17.67111,-18.4206,-30.75529,-23.44334,-15.86846
3.27,-24.80726,-17.68326,-18.38268,-30.6096,-23.41588,-15.85475
3.28,-24.75465,-17.69594,-18.3452,-30.46357,-23.38895,-15.84124
3.29,-24.70132,-17.70914,-18.30814,-30.31739,-23.36254,-15.82793
3.3,-24.64731,-17.72287,-18.2715,-30.17122,-23.33665,-15.8148
3.31,-24.59265,-17.73713,-18.23527,-30.0252,-23.31128,-15.80185
3.32,-24.53736,-17.75192,-18.19945,-29.87948,-23.28641,-15.78908
3.33,-24.48148,-17.76724,-18.16403,-29.73417,-23.26206,-15.77649
3.34,-24.42502,-17.78309,-18.12901,-29.58939,-23.2382,-15.76407
3.35,-24.36801,-17.79947,-18.09437,-29.44524,-23.21484,-15.75182
3.36,-24.31049,-17.81639,-18.06011,-29.30182,-23.19197,-15.73974
3.37,-24.25247,-17.83384,-18.02624,-29.1592,-23.16959,-15.72781
3.38,-24.19399,-17.85184,-17.99273,-29.01746,-23.1477,-15.71605
3.39,-24.13507,-17.87037,-17.9596,-28.87668,-23.12629,-15.70444
3.4,-24.07574,-17.88945,-17.92682,-28.7369,-23.10537,-15.69298
3.41,-24.01601,-17.90908,-17.89441,-28.59818,-23.08491,-15.68168
3.42,-23.95592,-17.92926,-17.86235,-28.46058,-23.06494,-15.67052
3.43,-23.89548,-17.95,-17.83064,-28.32412,-23.04544,-15.65951
3.44,-23.83473,-17.97129,-17.79929,-28.18884,-23.0264,-15.64865
3.45,-23.77368,-17.99315,-17.76827,-28.05477,-23.00784,-15.63793
3.46,-23.71235,-18.01559,-17.7376,-27.92195,-22.98975,-15.62736
3.47,-23.65077,-18.03859,-17.70727,-27.79038,-22.97212,-15.61692
3.48,-23.58897,-18.06218,-17.67728,-27.6601,-22.95496,-15.60663
3.49,-23.52695,-18.08635,-17.64762,-27.53111,-22.93826,-15.59647
3.5,-23.46475,-18.11111,-17.61829,-27.40342,-22.92203,-15.58646
3.51,-23.40237,-18.13648,-17.58929,-27.27705,-22.90627,-15.57658
3.52,-23.33985,-18.16244,-17.56063,-27.152,-22.89097,-15.56684
3.53,-23.2772,-18.18902,-17.53228,-27.02827,-22.87615,-15.55724
3.54,-23.21443,-18.21621,-17.50427,-26.90587,-22.86179,-15.54778
3.55,-23.15158,-18.24404,-17.47658,-26.78479,-22.8479,-15.53845
3.56,-23.08865,-18.27249,-17.44921,-26.66504,-22.83448,-15.52927
3.57,-23.02566,-18.30159,-17.42217,-26.54661,-22.82155,-15.52023
3.58,-22.96264,-18.33134,-17.39545,-26.42949,-22.80908,-15.51132
3.59,-22.89959,-18.36174,-17.36905,-26.31369,-22.7971,-15.50256
3.6,-22.83654,-18.39281,-17.34297,-26.19919,-22.7856,-15.49394
3.61,-22.77349,-18.42456,-17.31721,-26.08598,-22.77459,-15.48546
3.62,-22.71048,-18.457,-17.29178,-25.97407,-22.76407,-15.47713
3.63,-22.64751,-18.49013,-17.26667,-25.86343,-22.75405,-15.46895
3.64,-22.5846,-18.52397,-17.24188,-25.75407,-22.74452,-15.46091
3.65,-22.52176,-18.55852,-17.21741,-25.64596,-22.7355,-15.45302
3.66,-22.45901,-18.5938,-17.19326,-25.53911,-22.72699,-15.44529
3.67,-22.39636,-18.62982,-17.16944,-25.43349,-22.71899,-15.43771
3.68,-22.33383,-18.66659,-17.14594,-25.3291,-22.71151,-15.43028
3.69,-22.27143,-18.70412,-17.12277,-25.22592,-22.70456,-15.42302
3.7,-22.20919,-18.74243,-17.09992,-25.12395,-22.69813,-15.41591
3.71,-22.1471,-18.78151,-17.0774,-25.02317,-22.69224,-15.40897
3.72,-22.08518,-18.8214,-17.05521,-24.92357,-22.68689,-15.40219
3.73,-22.02346,-18.8621,-17.03335,-24.82515,-22.68209,-15.39558
3.74,-21.96193,-18.90362,-17.01181,-24.72788,-22.67785,-15.38914
3.75,-21.90062,-18.94598,-16.99061,-24.63176,-22.67416,-15.38287
3.76,-21.83954,-18.98919,-16.96975,-24.53677,-22.67104,-15.37679
3.77,-21.7787,-19.03327,-16.94921,-24.44292,-22.66849,-15.37088
3.78,-21.71811,-19.07822,-16.92901,-24.35017,-22.66652,-15.36515
3.79,-21.65779,-19.12407,-16.90915,-24.25853,-22.66514,-15.3596
3.8,-21.59775,-19.17084,-16.88963,-24.16798,-22.66435,-15.35425
3.81,-21.538,-19.21853,-16.87045,-24.07852,-22.66416,-15.34908
3.82,-21.47855,-19.26716,-16.8516,-23.99012,-22.66457,-15.34411
3.83,-21.41942,-19.31675,-16.8331,-23.90279,-22.6656,-15.33934
3.84,-21.36062,-19.36731,-16.81495,-23.81652,-22.66724,-15.33477
3.85,-21.30215,-19.41887,-16.79714,-23.73128,-22.6695,-15.3304
3.86,-21.24404,-19.47143,-16.77967,-23.64708,-22.67239,-15.32623
3.87,-21.1863,-19.52502,-16.76256,-23.56391,-22.67592,-15.32227
3.88,-21.12893,-19.57966,-16.74579,-23.48174,-22.68009,-15.31853
3.89,-21.07194,-19.63537,-16.72937,-23.40059,-22.6849,-15.315
3.9,-21.01536,-19.69215,-16.7133,-23.32043,-22.69036,-15.31169
3.91,-20.95918,-19.75004,-16.69759,-23.24126,-22.69647,-15.30859
3.92,-20.90343,-19.80906,-16.68222,-23.16307,-22.70324,-15.30572
3.93,-20.8481,-19.86921,-16.66721,-23.08585,-22.71068,-15.30308
3.94,-20.79322,-19.93053,-16.65256,-23.00959,-22.71878,-15.30066
3.95,-20.73878,-19.99304,-16.63826,-22.93428,-22.72755,-15.29847
3.96,-20.68481,-20.05675,-16.62431,-22.85991,-22.737,-15.29651
3.97,-20.63132,-20.1217,-16.61072,-22.78647,-22.74711,-15.29479
3.98,-20.5783,-20.1879,-16.59748,-22.71395,-22.75791,-15.2933
3.99,-20.52578,-20.25537,-16.5846,-22.64233,-22.76938,-15.29205
4,-20.47376,-20.32414,-16.57208,-22.57161,-22.78154,-15.29104
4.01,-20.42224,-20.39424,-16.55991,-22.50177,-22.79437,-15.29028
4.02,-20.37125,-20.46569,-16.5481,-22.43279,-22.80789,-15.28975
4.03,-20.32078,-20.53852,-16.53664,-22.36467,-22.82209,-15.28947
4.04,-20.27085,-20.61275,-16.52554,-22.29738,-22.83697,-15.28943
4.05,-20.22146,-20.6884,-16.51479,-22.23091,-22.85252,-15.28963
4.06,-20.17262,-20.76552,-16.50439,-22.16524,-22.86876,-15.29008
4.07,-20.12434,-20.84412,-16.49434,-22.10034,-22.88567,-15.29078
4.08,-20.07662,-20.92424,-16.48464,-22.0362,-22.90325,-15.29172
4.09,-20.02947,-21.00591,-16.47529,-21.97279,-22.9215,-15.29291
4.1,-19.9829,-21.08915,-16.46629,-21.91009,-22.94042,-15.29434
4.11,-19.93691,-21.174,-16.45763,-21.84808,-22.96,-15.29602
4.12,-19.89151,-21.26049,-16.44932,-21.78671,-22.98024,-15.29794
4.13,-19.84669,-21.34866,-16.44134,-21.72598,-23.00113,-15.3001
4.14,-19.80247,-21.43854,-16.4337,-21.66584,-23.02266,-15.3025
4.15,-19.75885,-21.53016,-16.4264,-21.60627,-23.04484,-15.30513
4.16,-19.71583,-21.62356,-16.41944,-21.54723,-23.06764,-15.30801
4.17,-19.67341,-21.71879,-16.4128,-21.4887,-23.09107,-15.31112
4.18,-19.63159,-21.81588,-16.40649,-21.43065,-23.11513,-15.31445
4.19,-19.59038,-21.91487,-16.40051,-21.37304,-23.13978,-15.31802
4.2,-19.54978,-22.01579,-16.39484,-21.31584,-23.16505,-15.32181
4.21,-19.50978,-22.11871,-16.38949,-21.25904,-23.1909,-15.32582
4.22,-19.47038,-22.22365,-16.38446,-21.20261,-23.21733,-15.33004
4.23,-19.43159,-22.33067,-16.37974,-21.14652,-23.24434,-15.33447
4.24,-19.3934,-22.43981,-16.37532,-21.09076,-23.27191,-15.33912
4.25,-19.3558,-22.55112,-16.3712,-21.03532,-23.30003,-15.34396
